"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance"
"Chinook salmon - Eastern North Pacific Far North Migrating","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","Chinook salmon","Eastern North Pacific Far North Migrating",4,2,0.883000016,NA,2.697000027,1.34800005,"Oncorhynchus","tshawytscha","Unknown","Unknown","Oncorhynchus _ tshawytscha",1,1,2,2,3,2,3,2,3,3,1,3,NA,1,2.42857142857143,2,1.15175110689979
"Coho salmon - Auke Creek","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","Coho salmon","Auke Creek",4,2,0.416000009,NA,3.22300005,1.610999942,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",NA,1,2,2,3,3,3,2,3,3,1,3,NA,NA,2.57142857142857,2.33333333333333,1.40051820665264
"Coho salmon - Berners River","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","Coho salmon","Berners River",4,2,0.455000013,NA,3.187000036,1.593000054,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",NA,1,2,2,3,3,3,2,3,3,1,3,NA,NA,2.57142857142857,2.33333333333333,1.40051820665264
"Coho salmon - Hugh Smith Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","Coho salmon","Hugh Smith Lake",4,2,0.694000006,NA,3.667999983,1.833999991,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",NA,1,2,2,3,3,3,2,3,3,1,3,NA,NA,2.57142857142857,2.33333333333333,1.40051820665264
"Northern anchovy - Southern Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Northern anchovy","Southern Pacific Coast",NA,6,0.02,0.02,NA,NA,"Engraulis","mordax","No","Unknown","Engraulis _ mordax",0.5,NA,NA,3,3,3,3,2,3,3,NA,1,2,1,2.83333333333333,1.75,0.768295371441074
"Yellowtail snapper - Southern Atlantic Coast / Gulf of Mexico","SAFMC / GMFMC","Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico","SEFSC","Southeast Shelf / Gulf of Mexico","Yellowtail snapper","Southern Atlantic Coast / Gulf of Mexico",NA,6,0.680999994,0.680999994,1.955000043,1.467000008,"Ocyurus","chrysurus","Unknown","Unknown","Ocyurus _ chrysurus",1,2,2,3,2,2,2,3,3,3,NA,1,NA,1,2.42857142857143,1.75,0.942884198746006
"Skipjack tuna - Central Western Pacific","WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","PIFSC","Pacific Highly Migratory","Skipjack tuna","Central Western Pacific",NA,5,NA,0.349999994,2.513000011,2.880000114,"Katsuwonus","pelamis","Unknown","Unknown","Katsuwonus _ pelamis",NA,1,3,2,3,3,3,2,3,3,NA,1,NA,NA,2.71428571428571,1.66666666666667,0.725311724367991
"Bigeye tuna - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Bigeye tuna","Atlantic",NA,5,NA,1,NA,0.939999998,"Thunnus","obesus","Unknown","Unknown","Thunnus _ obesus",1.5,1,3,1,2,1,2,2,2,3,NA,1,NA,1,1.85714285714286,1.5,1.24744637118378
"Blacktip shark - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Blacktip shark","Atlantic",4,6,NA,NA,NA,NA,"Carcharhinus","limbatus","No","No","Carcharhinus _ limbatus",1.5,2,3,1,2,1,2,1,1,1,1,1,1,1,1.57142857142857,1.2,1.44250349272735
"Bluefin tuna - Western Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Bluefin tuna","Western Atlantic",NA,6,0.533999979,0.533999979,NA,NA,"Thunnus","thynnus","Unknown","Unknown","Thunnus _ thynnus",1,NA,NA,1,2,1,1,2,1,3,NA,1,NA,1,1.33333333333333,1.66666666666667,1.7950549357115
"Porbeagle - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Porbeagle","Atlantic",4,1,NA,0.412999988,NA,0.569999993,"Lamna","nasus","Unknown","Unknown","Lamna _ nasus",NA,1,3,1,1,1,1,1,1,1,1,3,NA,NA,1.28571428571429,1.66666666666667,1.83935313484076
"Greater amberjack - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Greater amberjack","Gulf of Mexico",4,6,1.725999951,1.725999951,0.684000015,0.342000008,"Seriola","dumerili","Unknown","Unknown","Seriola _ dumerili",1.75,2,3,1,2,2,3,2,2,3,1,1,NA,1,2.14285714285714,1.75,1.13894419422157
"Red snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Red snapper","Gulf of Mexico",4,6,0.823000014,0.823000014,1.409999967,0.699999988,"Lutjanus","campechanus","Unknown","Unknown","Lutjanus _ campechanus",1.75,2,3,2,2,2,2,3,2,3,1,1,NA,1,2.28571428571429,1.75,1.03571428571429
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis _ striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.71428571428571,1.6,0.664554477120743
"Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Georges Bank",NA,2,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus _ morhua",1.25,NA,NA,2,2,2,2,3,2,3,NA,3,NA,1,2.16666666666667,2.33333333333333,1.5723301886761
"Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Gulf of Maine",NA,6,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus _ morhua",1.25,NA,NA,2,2,2,2,3,2,3,NA,1,NA,1,2.16666666666667,1.66666666666667,1.06718737290548
"Arrowtooth flounder - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Arrowtooth flounder","Pacific Coast",4,6,0.048999999,0.048999999,8.871999741,4.43599987,"Atheresthes","stomias","No","No","Atheresthes _ stomias",0.25,1,3,2,2,1,1,3,2,3,1,1,1,1,2,1.4,1.0770329614269
"Copper rockfish - Oregon","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Copper rockfish","Oregon",NA,5,NA,NA,2.938999891,1.838999987,"Sebastes","caurinus","Unknown","Unknown","Sebastes _ caurinus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Copper rockfish - Washington","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Copper rockfish","Washington",NA,5,0.836000025,0.836000025,1.674999952,1.046000004,"Sebastes","caurinus","Unknown","Unknown","Sebastes _ caurinus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Darkblotched rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Darkblotched rockfish","Pacific Coast",NA,6,0.425999999,0.425999999,1.991000056,1.243999958,"Sebastes","crameri","No","No","Sebastes _ crameri",0,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883008419
"Dover sole - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Dover sole","Pacific Coast",NA,6,0.159999996,0.159999996,6.247000217,3.122999907,"Microstomus","pacificus","No","No","Microstomus _ pacificus",0.75,NA,NA,3,1,1,1,3,2,3,NA,1,1,1,1.83333333333333,1.5,1.26929551764398
"Lingcod - Northern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Northern Pacific Coast",NA,6,0.261999995,0.261999995,2.565999985,1.603999972,"Ophiodon","elongatus","No","No","Ophiodon _ elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.28571428571429,1.75,1.03571428571429
"Lingcod - Southern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Southern Pacific Coast",NA,6,0.351000011,0.351000011,1.575000048,0.985000014,"Ophiodon","elongatus","No","No","Ophiodon _ elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.28571428571429,1.75,1.03571428571429
"Quillback rockfish - California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Quillback rockfish","California",NA,6,1.700000048,1.700000048,0.499000013,0.351999998,"Sebastes","maliger","Unknown","Unknown","Sebastes _ maliger",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Quillback rockfish - Oregon","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Quillback rockfish","Oregon",NA,6,1.519999981,1.519999981,1.677999973,1.047999978,"Sebastes","maliger","Unknown","Unknown","Sebastes _ maliger",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Quillback rockfish - Washington","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Quillback rockfish","Washington",NA,6,0.920000017,0.920000017,1.54400003,0.964999974,"Sebastes","maliger","Unknown","Unknown","Sebastes _ maliger",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Spiny dogfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Spiny dogfish","Pacific Coast",NA,6,0.432000011,0.432000011,1.672000051,1.044999957,"Squalus","acanthias","No","No","Squalus _ acanthias",NA,2,3,2,2,1,1,1,1,1,NA,1,1,NA,1.57142857142857,1.25,1.45028146458907
"Squarespot rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Squarespot rockfish","Pacific Coast",NA,5,0.388000011,0.388000011,1.498000026,0.93599999,"Sebastes","hopkinsi","Unknown","Unknown","Sebastes _ hopkinsi",NA,NA,NA,3,1,1,1,2,2,3,NA,1,NA,NA,1.66666666666667,2,1.66666666666667
"Vermilion rockfish - Oregon","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Vermilion rockfish","Oregon",NA,6,0.939999998,0.939999998,2.921000004,1.825000048,"Sebastes","miniatus","Unknown","Unknown","Sebastes _ miniatus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Vermilion rockfish - Washington","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Vermilion rockfish","Washington",NA,6,0.800000012,0.800000012,2.246000051,1.409000039,"Sebastes","miniatus","Unknown","Unknown","Sebastes _ miniatus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Gag - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Gag","Southern Atlantic Coast",4,6,2.147000074,2.147000074,0.200000003,0.150000006,"Mycteroperca","microlepis","Yes","Yes","Mycteroperca _ microlepis",1.5,NA,NA,2,2,1,2,3,2,3,1,1,3,1,2,2,1.4142135623731
"Red snapper - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Red snapper","Southern Atlantic Coast",4,6,2.200000048,2.200000048,0.589999974,0.439999998,"Lutjanus","campechanus","Yes","Yes","Lutjanus _ campechanus",1.5,2,3,2,2,2,2,3,2,3,1,1,3,1,2.28571428571429,2,1.22890360957752
"Snowy grouper - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Snowy grouper","Southern Atlantic Coast",4,6,1.128999949,1.128999949,0.481999993,0.361999989,"Hyporthodus","niveatus","Yes","Yes","Hyporthodus _ niveatus",1.75,2,2,2,2,1,1,3,2,3,1,1,3,1,1.85714285714286,2,1.51859225896209
"Tilefish - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Tilefish","Southern Atlantic Coast",4,6,0.947000027,0.947000027,1.235000014,0.926999986,"Lopholatilus","chamaeleonticeps","No","No","Lopholatilus _ chamaeleonticeps",1.75,1,2,2,1,1,1,3,2,3,1,1,1,1,1.71428571428571,1.4,1.34649961919408
"Albacore - South Pacific","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","PIFSC","Pacific Highly Migratory","Albacore","South Pacific",4,5,NA,0.270000011,3.339999914,NA,"Thunnus","alalunga","Unknown","Unknown","Thunnus _ alalunga",0,NA,NA,1,2,1,2,2,2,3,1,1,NA,1,1.66666666666667,1.66666666666667,1.49071198499986
"Indo-Pacific blue marlin - Pacific","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","PIFSC","Pacific Highly Migratory","Indo-Pacific blue marlin","Pacific",4,6,0.564999998,0.564999998,NA,1.172000051,"Makaira","mazara","Unknown","Unknown","Makaira _ mazara",NA,NA,NA,1,2,1,2,1,1,1,1,1,NA,NA,1.33333333333333,1,1.66666666666667
"Gray triggerfish - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray triggerfish","Gulf of Mexico",4,6,0.246999994,0.620999992,0.91900003,0.579999983,"Balistes","capriscus","Unknown","Unknown","Balistes _ capriscus",0.5,2,3,3,3,3,3,3,3,3,1,1,NA,1,3,1.75,0.75
"Northern rock sole - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rock sole","Gulf of Alaska",NA,6,0.074000001,0.074000001,NA,2.325999975,"Lepidopsetta","polyxystra","Unknown","Unknown","Lepidopsetta _ polyxystra",NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.42857142857143,1.66666666666667,0.878051853075513
"Rock sole - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rock sole","Gulf of Alaska",NA,6,0.052000001,0.052000001,NA,2.323999882,"Lepidopsetta","bilineata","Unknown","Unknown","Lepidopsetta _ bilineata",NA,NA,NA,3,2,1,1,3,2,3,NA,1,NA,NA,2,2,1.4142135623731
"Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Chinook salmon","Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall",NA,4,NA,NA,NA,NA,"Oncorhynchus","tshawytscha","Unknown","Unknown","Oncorhynchus _ tshawytscha",1.5,1,2,2,3,2,3,2,3,3,NA,2,NA,1,2.42857142857143,1.75,0.942884198746006
"Bigeye tuna - Eastern Pacific","PFMC / WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SWFSC / PIFSC","Pacific Highly Migratory","Bigeye tuna","Eastern Pacific",1,6,1,1,1.840000033,0.920000017,"Thunnus","obesus","Unknown","Unknown","Thunnus _ obesus",1.25,1,3,1,2,1,2,2,2,3,NA,1,NA,1,1.85714285714286,1.5,1.24744637118378
"Greater amberjack - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Greater amberjack","Southern Atlantic Coast",4,6,0.395000011,0.395000011,2.801000118,2.101000071,"Seriola","dumerili","No","No","Seriola _ dumerili",1.5,2,3,1,2,2,3,2,2,3,1,1,1,1,2.14285714285714,1.6,1.04627619563432
"Red porgy - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Red porgy","Southern Atlantic Coast",4,6,1.73300004,1.73300004,0.347000003,0.270000011,"Pagrus","pagrus","No","Yes","Pagrus _ pagrus",1.5,2,3,3,2,2,2,3,3,3,1,1,3,1,2.57142857142857,2,1.08796758655199
"Cobia - Gulf of Mexico","SAFMC / GMFMC","Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic","SEFSC","Gulf of Mexico","Cobia","Gulf of Mexico",NA,6,1.42900002,1.42900002,1.110999942,0.68900001,"Rachycentron","canadum","Yes","No","Rachycentron _ canadum",1.25,2,2,2,2,2,3,2,2,3,NA,1,3,1,2.14285714285714,2,1.31707777961327
"King mackerel - Southern Atlantic Coast","SAFMC / GMFMC","Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic","SEFSC","Southeast Shelf","King mackerel","Southern Atlantic Coast",4,6,0.289999992,0.289999992,2.101999998,1.735000014,"Scomberomorus","cavalla","No","No","Scomberomorus _ cavalla",1.25,2,3,2,2,1,2,1,1,2,1,1,1,1,1.71428571428571,1.4,1.34649961919408
"Yellowfin tuna - Eastern Pacific","WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pelagic Fisheries of the Western Pacific Region","SWFSC","Pacific Highly Migratory","Yellowfin tuna","Eastern Pacific",4,6,0.649999976,0.649999976,3.160000086,1.580000043,"Thunnus","albacares","Unknown","Unknown","Thunnus _ albacares",1.25,1,3,1,3,2,3,2,2,3,1,1,NA,1,2.28571428571429,1.5,0.871896829695265
"White marlin - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","White marlin","Atlantic",4,5,NA,NA,NA,NA,"Kajikia","albida","Unknown","Unknown","Kajikia _ albida",1.25,NA,NA,1,3,2,3,1,2,2,1,1,NA,1,2,1.33333333333333,1.05409255338946
"Rex sole - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rex sole","Gulf of Alaska",NA,6,0.122000001,0.122000001,NA,NA,"Glyptocephalus","zachirus","No","No","Glyptocephalus _ zachirus",NA,NA,NA,3,2,1,2,2,2,3,NA,1,1,NA,2,1.66666666666667,1.20185042515466
"Black rockfish - California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","California",NA,6,0.453999996,0.453999996,2.298000097,1.437000036,"Sebastes","melanops","No","No","Sebastes _ melanops",NA,NA,NA,3,1,1,1,2,1,3,NA,1,1,NA,1.5,1.66666666666667,1.64147630029935
"Blackgill rockfish - Southern California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Blackgill rockfish","Southern California",NA,6,0.423999995,0.423999995,1.659000039,1.036999941,"Sebastes","melanostomus","Unknown","No","Sebastes _ melanostomus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,2,NA,1.5,2,1.80277563773199
"Cabezon - Northern California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Cabezon","Northern California",NA,6,0.537999988,0.537999988,2.605999947,1.628999949,"Scorpaenichthys","marmoratus","Unknown","Unknown","Scorpaenichthys _ marmoratus",NA,NA,NA,3,2,2,2,3,3,3,NA,1,NA,NA,2.5,2,1.11803398874989
"Cabezon - Northern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Cabezon","Northern Pacific Coast",4,6,0.833999991,0.833999991,2.112999916,1.32099998,"Scorpaenichthys","marmoratus","Unknown","Unknown","Scorpaenichthys _ marmoratus",NA,NA,NA,3,2,2,2,3,3,3,1,1,NA,NA,2.5,2,1.11803398874989
"Cabezon - Southern California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Cabezon","Southern California",NA,6,0.375,0.375,1.975000024,1.233999968,"Scorpaenichthys","marmoratus","Unknown","Unknown","Scorpaenichthys _ marmoratus",NA,NA,NA,3,2,2,2,3,3,3,NA,1,NA,NA,2.5,2,1.11803398874989
"Cabezon - Washington","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Cabezon","Washington",1,1,NA,NA,NA,NA,"Scorpaenichthys","marmoratus","Unknown","Unknown","Scorpaenichthys _ marmoratus",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.06155281280883
"China rockfish - Central Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","China rockfish","Central Pacific Coast",NA,6,0.959999979,0.959999979,2.457000017,1.536000013,"Sebastes","nebulosus","Unknown","Unknown","Sebastes _ nebulosus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"China rockfish - Northern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","China rockfish","Northern Pacific Coast",NA,6,0.958000004,0.958000004,2.782000065,1.738000035,"Sebastes","nebulosus","Unknown","Unknown","Sebastes _ nebulosus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"China rockfish - Southern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","China rockfish","Southern Pacific Coast",NA,6,0.931999981,0.931999981,1.263000011,0.788999975,"Sebastes","nebulosus","Unknown","Unknown","Sebastes _ nebulosus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Cowcod - Southern California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Cowcod","Southern California",NA,6,0.028000001,0.028000001,4.568999767,2.855999947,"Sebastes","levis","No","No","Sebastes _ levis",NA,NA,NA,3,1,1,1,2,1,3,NA,1,1,NA,1.5,1.66666666666667,1.64147630029935
"Longnose skate - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Longnose skate","Pacific Coast",4,6,0.477999985,0.477999985,4.519999981,2.825000048,"Raja","rhina","No","No","Raja _ rhina",0.75,NA,NA,2,2,1,2,1,1,1,1,1,1,1,1.5,1,1.5
"Longspine thornyhead - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Longspine thornyhead","Pacific Coast",NA,6,0.137999997,0.137999997,2.90199995,1.81400001,"Sebastolobus","altivelis","No","No","Sebastolobus _ altivelis",0.5,NA,NA,3,1,1,1,3,1,3,NA,1,1,1,1.66666666666667,1.5,1.42400062421959
"Bigeye bream - Guam","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Bigeye bream","Guam",NA,1,0.952000022,NA,NA,NA,"Monotaxis","grandoculis","Unknown","Unknown","Monotaxis _ grandoculis",NA,NA,NA,3,2,2,3,3,3,3,NA,3,NA,NA,2.66666666666667,3,2.02758751009941
"Blacktail snapper - Guam","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Blacktail snapper","Guam",NA,1,1.600000024,NA,NA,NA,"Lutjanus","fulvus","Unknown","Unknown","Lutjanus _ fulvus",NA,NA,NA,2,2,2,2,2,2,3,NA,3,NA,NA,2,3,2.23606797749979
"Bluefin trevally - Guam","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Bluefin trevally","Guam",NA,1,1.75999999,NA,NA,NA,"Caranx","melampygus","Unknown","Unknown","Caranx _ melampygus",NA,1,3,2,2,2,3,3,3,3,NA,3,NA,NA,2.57142857142857,2.33333333333333,1.40051820665264
